code,description
A9558,Xe133 xenon 10mci
A9559,Co57 cyano
A9560,Tc99m labeled rbc
A9561,Tc99m oxidronate
A9562,Tc99m mertiatide
A9563,P32 na phosphate
A9564,P32 chromic phosphate
A9566,Tc99m fanolesomab
A9567,Technetium tc-99m aerosol
A9568,Technetium tc99m arcitumomab
A9569,Technetium tc-99m auto wbc
A9570,Indium in-111 auto wbc
A9571,Indium in-111 auto platelet
A9572,Indium in-111 pentetreotide
A9573,"Inj, gadopiclenol, 1 ml"
A9574,"Inj. ferumoxytol, 1 mg"
A9575,Inj gadoterate meglumi 0.1ml
A9576,Inj prohance multipack
A9577,Inj multihance
A9578,Inj multihance multipack
A9579,"Injection, gadolinium-based magnetic resonance contrast agent, not otherwise specified (nos), per ml"
A9580,Sodium fluoride f-18
A9581,Gadoxetate disodium inj
A9582,Iodine i-123 iobenguane
A9583,Gadofosveset trisodium inj
A9584,Iodine i-123 ioflupane
A9585,Gadobutrol injection
A9586,Florbetapir f18
A9587,Gallium ga-68
A9588,Fluciclovine f-18
A9589,Insti hexaminolevulinate hcl
A9590,Iodine i-131 iobenguane 1mci
A9591,Fluoroestradiol f 18
A9592,Copper cu 64 dotatate diag
A9593,Gallium ga-68 psma-11 ucsf
A9594,"Gallium ga-68 psma-11, ucla"
A9595,"Piflu f-18, dia 1 millicurie"
A9596,Gallium illuccix 1 millicure
A9597,"Positron emission tomography radiopharmaceutical, diagnostic, for tumor identification, not otherwise classified"
A9598,"Positron emission tomography radiopharmaceutical, diagnostic, for non-tumor identification, not otherwise classified"
A9599,"Radiopharmaceutical, diagnostic, for beta-amyloid positron emission tomography (pet) imaging, per study dose, not otherwise specified"
A9600,Sr89 strontium
A9601,Flortaucipir inj 1 millicuri
A9602,Fluorodopa f-18 diag per mci
A9603,"Inj, pafolacianine, 0.1 mg"
A9604,Sm 153 lexidronam
A9606,Radium ra223 dichloride ther
A9607,Lutetium lu 177 vipivotide
A9608,Flotufolastat f18 diag 1 mci
A9609,"F18 fdg, 15 millicuries"
A9610,"Xe129 xenon, diagnostic"
A9611,"Flurpiridaz f18, diag, 1 mci"
A9612,"Inj, fluorescein, 1 mg"
A9615,"Inj, pegulicianine, 1 mg"
A9616,Gallium gozellix 1 millicuri
A9697,"Inj, magtrace per study dose"
A9698,"Non-radioactive contrast imaging material, not otherwise classified, per study"
A9699,"Radiopharmaceutical, therapeutic, not otherwise classified"
A9700,Echocardiography contrast
A9800,Gallium locametz 1 millicuri
A9900,"Miscellaneous dme supply, accessory, and/or service component of another hcpcs code"
A9901,Delivery/set up/dispensing
A9999,"Miscellaneous dme supply or accessory, not otherwise specified"
B4034,Enter feed supkit syr by day
B4035,Enteral feed supp pump per d
B4036,Enteral feed sup kit grav by
B4081,Enteral ng tubing w/ stylet
B4082,Enteral ng tubing w/o stylet
B4083,Enteral stomach tube levine
B4087,"Gastro/jejuno tube, std"
B4088,"Gastro/jejuno tube, low-pro"
B4100,Food thickener oral
B4102,Ef adult fluids and electro
B4103,Ef ped fluid and electrolyte
B4104,Additive for enteral formula
B4105,Enzyme cartridge enteral nut
B4148,Enteral feed elastomer daily
B4149,Ef blenderized foods
B4150,Ef complet w/intact nutrient
B4152,Ef calorie dense>/=1.5kcal
B4153,Ef hydrolyzed/amino acids
B4154,Ef spec metabolic noninherit
B4155,Ef incomplete/modular
B4157,Ef special metabolic inherit
B4158,Ef ped complete intact nut
B4159,Ef ped complete soy based
B4160,Ef ped caloric dense>/=0.7kc
B4161,Ef ped hydrolyzed/amino acid
B4162,Ef ped specmetabolic inherit
B4164,Parenteral 50% dextrose solu
B4168,Parenteral sol amino acid 3.
B4172,Parenteral sol amino acid 5.
B4176,Parenteral sol amino acid 7-
B4178,Parenteral sol amino acid >
B4180,Parenteral sol carb > 50%
B4185,"Parenteral nutrition solution, not otherwise specified, 10 grams lipids"
B4187,"Omegaven, 10 grams lipids"
B4189,Parenteral sol amino acid &
B4193,Parenteral sol 52-73 gm prot
B4197,Parenteral sol 74-100 gm pro
B4199,Parenteral sol > 100gm prote
B4216,Parenteral nutrition additiv
B4220,Parenteral supply kit premix
B4222,Parenteral supply kit homemi
B4224,Parenteral administration ki
B5000,Parenteral sol renal-amirosy
B5100,Parenteral solution hepatic
B5200,Parenteral sol hepatic fream
B9000,Enter infusion pump w/o alrm
B9002,Enter nutr inf pump any type
B9004,Parenteral infus pump portab
B9006,Parenteral infus pump statio
B9998,Noc for enteral supplies
B9999,Noc for parenteral supplies
C1052,"Hemostatic agent, gi, topic"
C1062,Intravertebral fx aug impl
C1300,Hyperbaric oxygen
C1600,"Cath, bladed, vasc prep"
C1601,"Endo, single, pulmonary"
C1602,Orth/matrx/bn fill drug-elut
C1603,"Ret dev, laser, ivc filter"
C1604,"Grft, trnsmurl/trnsvens byps"
C1605,"Pmkr, dual, leadless"
C1606,"Adapter, us to endoscope"
C1607,Neurostim integ rechg
C1608,"Prosthesis, dual mob cmc1"
C1609,Vert dev motion-preserv
C1713,"Anchor/screw bn/bn,tis/bn"
C1714,"Cath, trans atherectomy, dir"
C1715,Brachytherapy needle
C1716,"Brachytx, non-str, gold-198"
C1717,"Brachytx, non-str,hdr ir-192"
C1719,"Brachytx, ns, non-hdrir-192"
C1721,"Aicd, dual chamber"
C1722,"Aicd, single chamber"
C1724,"Cath, trans atherec,rotation"
C1725,"Cath, translumin non-laser"
C1726,"Cath, bal dil, non-vascular"
C1727,"Cath, bal tis dis, non-vas"
C1728,"Cath, brachytx seed adm"
C1729,"Cath, drainage"
C1730,"Cath, ep, 19 or few elect"
C1731,"Cath, ep, 20 or more elec"
C1732,"Cath, ep, diag/abl, 3d/vect"
C1733,"Cath, ep, othr than cool-tip"
C1734,"Orth/devic/drug bn/bn,tis/bn"
C1735,Cath renal denerv radiofreq
C1736,Cath renal denerv ultrasnd
C1737,Si&pelvis fusn&fixn dev
C1738,Power endo us-guid bx dev
C1739,Marker uniq detect w/prbe
C1740,"Lt vent pacing syst, sequen"
C1741,Anchor/screw bone absorb
C1742,"Pressure sens syst, cont im"
C1743,Scafld endovas resrb drg elu
C1747,"Endo, single, urinary tract"
C1748,"Endoscope, single, ugi"
C1749,"Endo, colon, retro imaging"
C1750,"Cath, hemodialysis,long-term"
C1751,"Cath, inf, per/cent/midline"
C1752,"Cath,hemodialysis,short-term"
C1753,"Cath, intravas ultrasound"
C1754,"Catheter, intradiscal"
C1755,"Catheter, intraspinal"
C1756,"Cath, pacing, transesoph"
C1757,"Cath, thrombectomy/embolect"
C1758,"Catheter, ureteral"
C1759,"Cath, intra echocardiography"
C1760,"Closure dev, vasc"
C1761,"Cath, trans intra litho/coro"
C1762,"Conn tiss, human(inc fascia)"
C1763,"Conn tiss, non-human"
C1764,"Event recorder, cardiac"
C1765,Adhesion barrier
C1766,"Intro/sheath,strble,non-peel"
C1767,"Generator, neuro non-recharg"
C1768,"Graft, vascular"
C1769,Guide wire
C1770,"Imaging coil, mr, insertable"
C1771,"Rep dev, urinary, w/sling"
C1772,"Infusion pump, programmable"
C1773,"Ret dev, insertable"
C1776,Joint device (implantable)
C1777,"Lead, aicd, endo single coil"
C1778,"Lead, neurostimulator"
C1779,"Lead, pmkr, transvenous vdd"
C1780,"Lens, intraocular (new tech)"
C1781,Mesh (implantable)
C1782,Morcellator
C1783,"Ocular imp, aqueous drain de"
C1784,"Ocular dev, intraop, det ret"
C1785,"Pmkr, dual, rate-resp"
C1786,"Pmkr, single, rate-resp"
C1787,"Patient progr, neurostim"
C1788,"Port, indwelling, imp"
C1789,"Prosthesis, breast, imp"
C1813,"Prosthesis, penile, inflatab"
C1814,"Retinal tamp, silicone oil"
C1815,"Pros, urinary sph, imp"
C1816,"Receiver/transmitter, neuro"
C1817,Septal defect imp sys
C1818,Integrated keratoprosthesis
C1819,Tissue localization-excision
C1820,Generator neuro rechg bat sy
C1821,Interspinous implant
C1822,"Gen, neuro, hf, rechg bat"
C1823,"Gen, neuro, trans sen/stim"
C1824,"Generator, ccm, implant"
C1825,"Gen, neuro, carot sinus baro"
C1826,"Gen, neuro, clo loop, rechg"
C1827,"Gen, neuro, imp led, ex cntr"
C1830,Power bone marrow bx needle
C1831,Personalized interbody cage
C1832,Auto cell process sys
C1833,Cardiac monitor sys
C1834,"Pressure sensor system, im"
C1839,Iris prosthesis
C1840,Telescopic intraocular lens
C1841,Retinal prosth int/ext comp
C1842,"Retinal prosth, add-on"
C1849,"Skin substitute, synthetic"
C1874,"Stent, coated/cov w/del sys"
C1875,"Stent, coated/cov w/o del sy"
C1876,"Stent, non-coa/non-cov w/del"
C1877,"Stent, non-coat/cov w/o del"
C1878,Matrl for vocal cord
C1880,Vena cava filter
C1881,Dialysis access system
C1882,"Aicd, other than sing/dual"
C1883,"Adapt/ext, pacing/neuro lead"
C1884,Embolization protect syst
C1885,"Cath, translumin angio laser"
C1886,"Catheter, ablation"
C1887,"Catheter, guiding"
C1888,Endovas non-cardiac abl cath
C1889,"Implantable/insertable device, not otherwise classified"
C1890,No device w/dev-intensive px
C1891,"Infusion pump,non-prog, perm"
C1892,"Intro/sheath,fixed,peel-away"
C1893,"Intro/sheath, fixed,non-peel"
C1894,"Intro/sheath, non-laser"
C1895,"Lead, aicd, endo dual coil"
C1896,"Lead, aicd, non sing/dual"
C1897,"Lead, neurostim test kit"
C1898,"Lead, pmkr, other than trans"
C1899,"Lead, pmkr/aicd combination"
C1900,"Lead, coronary venous"
C1982,"Cath, pressure,valve-occlu"
C2596,"Probe, robotic, water-jet"
C2613,Lung bx plug w/del sys
C2614,"Probe, perc lumb disc"
C2615,"Sealant, pulmonary, liquid"
C2616,"Brachytx, non-str,yttrium-90"
C2617,"Stent, non-cor, tem w/o del"
C2618,"Probe/needle, cryo"
C2619,"Pmkr, dual, non rate-resp"
C2620,"Pmkr, single, non rate-resp"
C2621,"Pmkr, other than sing/dual"
C2622,"Prosthesis, penile, non-inf"
C2623,"Cath, translumin, drug-coat"
C2624,Wireless pressure sensor
C2625,"Stent, non-cor, tem w/del sy"
C2626,"Infusion pump, non-prog,temp"
C2627,"Cath, suprapubic/cystoscopic"
C2628,"Catheter, occlusion"
C2629,"Intro/sheath, laser"
C2630,"Cath, ep, cool-tip"
C2631,"Rep dev, urinary, w/o sling"
C2634,"Brachytx, non-str, ha, i-125"
C2635,"Brachytx, non-str, ha, p-103"
C2636,"Brachy linear, non-str,p-103"
C2637,"Brachy,non-str,ytterbium-169"
C2638,"Brachytx, stranded, i-125"
C2639,"Brachytx, non-stranded,i-125"
C2640,"Brachytx, stranded, p-103"
C2641,"Brachytx, non-stranded,p-103"
C2642,"Brachytx, stranded, c-131"
C2643,"Brachytx, non-stranded,c-131"
C2644,Brachytx cesium-131 chloride
C2645,"Brachytx planar, p-103"
C2698,"Brachytherapy source, stranded, not otherwise specified, per source"
C2699,"Brachytherapy source, non-stranded, not otherwise specified, per source"
C5271,Low cost skin substitute app
C5272,Low cost skin substitute app
C5273,Low cost skin substitute app
C5274,Low cost skin substitute app
C5275,Low cost skin substitute app
C5276,Low cost skin substitute app
C5277,Low cost skin substitute app
C5278,Low cost skin substitute app
C7500,Deb bone 20 cm2 w/drug dev
C7501,Perc bx breast lesions stero
C7502,Perc bx breast lesions mr
C7503,Open exc cerv node(s) w/ id
C7504,Perq cvt&ls inj vert bodies
C7505,Perq ls&cvt inj vert bodies
C7506,Fusion of finger joints
C7507,Perq thor&lumb vert aug
C7508,Perq lumb&thor vert aug
C7509,Dx bronch w/ navigation
C7510,Bronch/lavag w/ navigation
C7511,Bronch/bpsy(s) w/ navigation
C7512,Bronch/bpsy(s) w/ ebus
C7513,Cath/angio dialcir w/aplasty
C7514,Cath/angio dial cir w/stents
C7515,Cath/angio dial cir w/embol
C7516,Cor angio w/ ivus or oct
C7517,Cor angio w/ilic/fem angio
C7518,Cor/gft angio w/ ivus or oct
C7519,Cor/gft angio w/ flow resrv
C7520,Cor/gft angio w/ilic/fem ang
C7521,R hrt angio w/ ivus or oct
C7522,R hrt angio w/flow resrv
C7523,L hrt angio w/ ivus or oct
C7524,L hrt angio w/flow resrv
C7525,L hrt gft ang w/ ivus or oct
C7526,L hrt gft ang w/flow resrv
C7527,R&l hrt angio w/ ivus or oct
C7528,R&l hrt angio w/flow resrv
C7529,R&l hrt gft ang w/flow resrv
C7530,Cath/aplasty dial cir w/stnt
C7531,Angio fem/pop w/ us
C7532,Angio w/ us non-coronary
C7533,Ptca w/ plcmt brachytx dev
C7534,Fem/pop revasc w/arthr & us
C7535,Fem/pop revasc w/stent & us
C7537,Insrt atril pm w/l vent lead
C7538,Insrt vent pm w/l vent lead
C7539,Insrt a & v pm w/l vent lead
C7540,Rmv&rplc pm dul w/l vnt lead
C7541,Ercp w/ pancreatoscopy
C7542,Ercp w/bx & pancreatoscopy
C7543,"Ercp w/otomy, pancreatoscopy"
C7544,Ercp rmv calc pancreatoscopy
C7545,Exch bil cath w/ rmv calculi
C7546,Rep nph/urt cath w/dil stric
C7547,Cnvrt neph cath w/ dil stric
C7548,Exch neph cath w/ dil stric
C7549,Chge urtr stent w/ dil stric
C7550,Cysto w/ bx(s) w/ blue light
C7551,Exc neuroma w/ implnt nv end
C7552,R hrt art/grft ang hrt flow
C7553,R&i hrt art/vent ang drg ad
C7554,Cystureth blu li cyst fl img
C7555,Rmvl thyrd w/autotran parath
C7556,Bronch lavage w/ebus
C7557,Cor angio/vent w/ffr
C7558,Cor angio/vent w/drug admin
C7560,Ercp remove forgn body&endo
C7562,R&l hrt angio w/ffr & 3d map
C7563,Trluml ballo angiop all art
C7564,Vein mech throm w/intrvas us
C7565,Rpr aa hrn < 3 rdc w/ rmvl
C7566,Fuse finger joints w/grafts
C7567,Bronch/needle bx(s) w/ nav
C7568,Cor angio w/flow resrv
C7569,Ptca w/ ivus or oct
C7570,Cor angio w/ffr & 3d map
C7571,Pcta w/ cor lithotrip
C7900,"Hopd mntl hlt, 15-29 min"
C7901,"Hopd mntl hlt, 30-60 min"
C7902,"Hopd mntl hlt, ea addl"
C7903,"Hopd mntl hlt, grp"
C8000,"Suprt dev, a-v fistula, imp"
C8001,3d anat seg imaging preop
C8002,"Prep skin cell susp, automtd"
C8003,Imp extar knee shck absrb
C8004,Sim ang w/prs cath rad emb
C8005,Pef bronch ablt 3d nav ebus
C8006,Inst pleu-perit shnt w pump
C8007,Opn mplnt hpgls ns ary ps gn
C8008,Rv/rpl hpgls ns inc cnt pg
C8009,Rmv hpgls ns ary and pg
C8010,Pc plm pm c ctd emb prtc
C8011,Opn mplnt hpgls ns ary rec
C8012,Rv/rpl hpgls ns ary rec
C8013,Rmv hpls ns ary rec
C8014,"Cysto, litho, w suct sheath"
C8900,"Mra w/cont, abd"
C8901,"Mra w/o cont, abd"
C8902,"Mra w/o fol w/cont, abd"
C8903,"Mri w/cont, breast,  uni"
C8904,"Mri w/o cont, breast, uni"
C8905,"Mri w/o fol w/cont, brst, un"
C8906,"Mri w/cont, breast,  bi"
C8907,"Mri w/o cont, breast, bi"
C8908,"Mri w/o fol w/cont, breast,"
C8909,"Mra w/cont, chest"
C8910,"Mra w/o cont, chest"
C8911,"Mra w/o fol w/cont, chest"
C8912,"Mra w/cont, lwr ext"
C8913,"Mra w/o cont, lwr ext"
C8914,"Mra w/o fol w/cont, lwr ext"
C8918,"Mra w/cont, pelvis"
C8919,"Mra w/o cont, pelvis"
C8920,"Mra w/o fol w/cont, pelvis"
C8921,"Tte w or w/o fol w/cont, com"
C8922,"Tte w or w/o fol w/cont, f/u"
C8923,"2d tte w or w/o fol w/con,co"
C8924,"2d tte w or w/o fol w/con,fu"
C8925,"2d tee w or w/o fol w/con,in"
C8926,"Tee w or w/o fol w/cont,cong"
C8927,"Tee w or w/o fol w/cont, mon"
C8928,"Tte w or w/o fol w/con,stres"
C8929,"Tte w or wo fol wcon,doppler"
C8930,"Tte w or w/o contr, cont ecg"
C8931,"Mra, w/dye, spinal canal"
C8932,"Mra, w/o dye, spinal canal"
C8933,"Mra, w/o&w/dye, spinal canal"
C8934,"Mra, w/dye, upper extremity"
C8935,"Mra, w/o dye, upper extr"
C8936,"Mra, w/o&w/dye, upper extr"
C8937,Cad breast mri
C8957,"Prolonged iv inf, req pump"
C9014,"Injection, cerliponase alfa"
C9015,"C-1 esterase, haegarda"
C9016,"Inj, triptorelin ext rel"
C9021,"Injection, obinutuzumab"
C9022,"Injection, elosulfase alfa"
C9023,Inj testosterone undecanoate
C9024,"Inj, daunorubicin-cytarabine"
C9025,"Injection, ramucirumab"
C9026,"Injection, vedolizumab"
C9027,"Injection, pembrolizumab"
C9028,Inj. inotuzumab ozogamicin
C9029,"Injection, guselkumab"
C9030,Inj copanlisib
C9031,"Lutetium lu 177 dotatate, tx"
C9032,Voretigene neparvovec-rzyl
C9033,"Inj, akynzeo"
C9034,"Injection, dexamethasone 9%"
C9035,"Injection, aristada initio"
C9036,"Injection, patisiran"
C9037,"Injection, risperidone"
C9038,Inj mogamulizumab-kpkc
C9039,"Injection, plazomicin"
C9040,"Injection, fremanezumab-vfrm"
C9041,"Inj, coagulation factor xa"
C9042,"Inj., belrapzo 1 mg"
C9043,"Injection, levoleucovorin"
C9044,"Injection, cemiplimab-rwlc"
C9045,Moxetumomab pasudotox-tdfk
C9046,Cocaine hcl nasal (goprelto)
C9047,"Injection, caplacizumab-yhdp"
C9048,Dexamethasone ophth insert
C9049,"Injection, tagraxofusp-erzs"
C9050,"Injection, emapalumab-lzsg"
C9051,"Injection, omadacycline"
C9052,"Injection, ravulizumab-cwv"
C9053,"Inj,  crizanlizumab-tmca"
C9054,"Injection, lefamulin"
C9055,"Inj, brexanolone"
C9056,"Injection, givosiran"
C9057,Inj cetirizine hydrochloride
C9058,"Injection,pegfilgrastim-bmez"
C9059,"Injection, meloxicam"
C9060,Fluoroestradiol f18
C9061,"Injection, teprotumumab-trbw"
C9062,Daratumumab hyaluronidase
C9063,"Injection, eptinezumab-jjmr"
C9064,Mitomycin pyelocalyceal inst
C9065,Romidepsin non-lyophilized
C9066,Sacituzumab govitecan-hziy
C9067,Gallium ga-68 dotatoc
C9068,"Copper cu-64, dotatate, dx"
C9069,Belantamab mafodontin-blmf
C9070,"Injection, tafasitamab-cxix"
C9071,"Injection, viltolarsen"
C9072,"Inj, imm glob asceniv"
C9073,Brexucabtagene autoleucel ca
C9074,"Injection, lumasiran"
C9075,"Injection, casimersen, 10 mg"
C9076,Lisocabtagene car pos t
C9077,Inj cabotegravir/rilpivirine
C9078,"Inj, trilaciclib, 1 mg"
C9079,"Inj, evinacumab-dgnb, 5 mg"
C9080,"Inj, melphalan flufen, 1 mg"
C9081,Idecabtagene car pos t
C9082,"Inj dostarlimab-gxly, 100 mg"
C9083,"Inj, amivantamab-vmjw, 10 mg"
C9084,"Loncastuximab-lpyl, 0.1 mg"
C9085,Inj avalglucosid alfa-ngpt
C9086,"Inj, anifrolumab-fnia"
C9087,Inj cyclophosphamd auromedic
C9088,"Instill, bupivac and meloxic"
C9089,"Bupivacaine implant, 1 mg"
C9090,"Plasminogen, human-tvmh 1 mg"
C9091,"Sirolimus, protein-bound,1mg"
C9092,"Inj., xipere, 1 mg"
C9093,"Inj., susvimo, 0.1 mg"
C9094,"Inj, sutimlimab-jome, 10 mg"
C9095,"Inj, tebentafusp-tebn, 1 mcg"
C9096,"Inj, releuko, 1 mcg"
C9097,"Inj, faricimab-svoa, 0.1 mg"
C9098,Ciltacabtagene car pos t
C9101,"Inj, oliceridine 0.1 mg"
C9113,"Inj pantoprazole sodium, via"
C9121,"Injection, argatroban"
C9122,Mometasone furoate (sinuva)
C9132,"Kcentra, per i.u."
C9133,Factor ix recombinant
C9134,Factor xiii a-subunit recomb
C9135,Factor ix (alprolix)
C9136,Factor viii (eloctate)
C9137,Adynovate factor viii recom
C9138,Nuwiq factor viii recomb
C9139,"Idelvion, 1 i.u."
C9140,Afstyla factor viii recomb
C9141,Factor viii pegylated-aucl
C9142,"Inj, alymsys, 10 mg"
C9143,Cocaine hcl nasal (numbrino)
C9144,"Inj, bupivacaine (posimir)"
C9145,"Inj, aponvie, 1 mg"
C9146,"Inj, elahere, 1 mg"
C9147,"Inj, tremelimumab-actl, 1 mg"
C9148,"Inj, teclistamab-cqyv, 0.5mg"
C9149,"Inj, teplizumab-mzwv, 5 mcg"
C9150,"Xe129 xenon, diagnostic"
C9151,"Inj, pegcetacoplan 1 mg"
C9152,"Inj, abilify asimtufii, 1 mg"
C9153,"Inj, amisulpride, 1 mg"
C9154,Inj buprenorph (brixadi) 1mg
C9155,"Inj epcoritamab-bysp,0.16 mg"
C9156,"Flotufolastat f18, dia 1 mci"
C9157,"Inj, tofersen, 1 mg"
C9158,"Inj, uzedy, 1 mg"
C9159,"Inj, balfaxar, per i.u"
C9160,Inj daxibotulinumtoxina-lanm
C9161,"Inj, aflibercept hd, 1 mg"
C9162,"Inj, avacincaptad peg 0.1 mg"
C9163,Inj talquetamab-tgvs 0.25 mg
C9164,"Cantharidin top, applicator"
C9165,"Inj, elranatamab-bcmm, 1 mg"
C9166,"Injection, secukinumab"
C9167,"Inj, adzynma, 10 iu"
C9168,"Injection, mirikizumab-mrkz"
C9169,"Inj, nogapendekin pmln 1 mcg"
C9170,"Inj, tarlatamab-dlle, 1 mg"
C9171,"Inj, pegulicianine, 1 mg"
C9172,"Inj, beqvez, per tx dose"
C9173,"Inj, nypozi, 1 mcg"
C9174,"Datopotamab deruxtecan, 1 mg"
C9175,"Inj, treosulfan, 50 mg"
